Gene stable ID	NCBI gene (formerly Entrezgene) ID	HGNC symbol	Chromosome/scaffold name
ENSG00000284002	124906462		CHR_HSCHR4_11_CTG12
ENSG00000284002	124906463		CHR_HSCHR4_11_CTG12
ENSG00000284002	124906464		CHR_HSCHR4_11_CTG12
ENSG00000284002	124906465		CHR_HSCHR4_11_CTG12
ENSG00000284002	124906466		CHR_HSCHR4_11_CTG12
ENSG00000283830	124905408		CHR_HSCHR4_11_CTG12
ENSG00000283830	124905409		CHR_HSCHR4_11_CTG12
ENSG00000283830	124905410		CHR_HSCHR4_11_CTG12
ENSG00000283830	124905411		CHR_HSCHR4_11_CTG12
ENSG00000283830	124906452		CHR_HSCHR4_11_CTG12
ENSG00000283830	124906453		CHR_HSCHR4_11_CTG12
ENSG00000283830	124906454		CHR_HSCHR4_11_CTG12
ENSG00000283830	124906456		CHR_HSCHR4_11_CTG12
ENSG00000283830	124906457		CHR_HSCHR4_11_CTG12
ENSG00000283830	124906458		CHR_HSCHR4_11_CTG12
ENSG00000283830	124906459		CHR_HSCHR4_11_CTG12
ENSG00000283830	124906460		CHR_HSCHR4_11_CTG12
ENSG00000283830	124906461		CHR_HSCHR4_11_CTG12
ENSG00000283830	124906462		CHR_HSCHR4_11_CTG12
ENSG00000283830	124906463		CHR_HSCHR4_11_CTG12
ENSG00000283830	124906464		CHR_HSCHR4_11_CTG12
ENSG00000283830	124906465		CHR_HSCHR4_11_CTG12
ENSG00000283830	124906466		CHR_HSCHR4_11_CTG12
ENSG00000283898	124905408		CHR_HSCHR4_11_CTG12
ENSG00000283898	124905409		CHR_HSCHR4_11_CTG12
ENSG00000283898	124905410		CHR_HSCHR4_11_CTG12
ENSG00000283898	124905411		CHR_HSCHR4_11_CTG12
ENSG00000283898	124906452		CHR_HSCHR4_11_CTG12
ENSG00000283898	124906453		CHR_HSCHR4_11_CTG12
ENSG00000283898	124906454		CHR_HSCHR4_11_CTG12
ENSG00000283898	124906456		CHR_HSCHR4_11_CTG12
ENSG00000283898	124906457		CHR_HSCHR4_11_CTG12
ENSG00000283898	124906458		CHR_HSCHR4_11_CTG12
ENSG00000283898	124906459		CHR_HSCHR4_11_CTG12
ENSG00000283898	124906460		CHR_HSCHR4_11_CTG12
ENSG00000283898	124906461		CHR_HSCHR4_11_CTG12
ENSG00000283898	124906462		CHR_HSCHR4_11_CTG12
ENSG00000283898	124906463		CHR_HSCHR4_11_CTG12
ENSG00000283898	124906464		CHR_HSCHR4_11_CTG12
ENSG00000283898	124906465		CHR_HSCHR4_11_CTG12
ENSG00000283898	124906466		CHR_HSCHR4_11_CTG12
ENSG00000284502	124905408		CHR_HSCHR4_11_CTG12
ENSG00000284502	124905409		CHR_HSCHR4_11_CTG12
ENSG00000284502	124905410		CHR_HSCHR4_11_CTG12
ENSG00000284502	124905411		CHR_HSCHR4_11_CTG12
ENSG00000284502	124906452		CHR_HSCHR4_11_CTG12
ENSG00000284502	124906453		CHR_HSCHR4_11_CTG12
ENSG00000284502	124906454		CHR_HSCHR4_11_CTG12
ENSG00000284502	124906456		CHR_HSCHR4_11_CTG12
ENSG00000284502	124906457		CHR_HSCHR4_11_CTG12
ENSG00000284502	124906458		CHR_HSCHR4_11_CTG12
ENSG00000284502	124906459		CHR_HSCHR4_11_CTG12
ENSG00000284502	124906460		CHR_HSCHR4_11_CTG12
ENSG00000284502	124906461		CHR_HSCHR4_11_CTG12
ENSG00000284502	124906462		CHR_HSCHR4_11_CTG12
ENSG00000284502	124906463		CHR_HSCHR4_11_CTG12
ENSG00000284502	124906464		CHR_HSCHR4_11_CTG12
ENSG00000284502	124906465		CHR_HSCHR4_11_CTG12
ENSG00000284502	124906466		CHR_HSCHR4_11_CTG12
ENSG00000283893	124905408		CHR_HSCHR4_11_CTG12
ENSG00000283893	124905409		CHR_HSCHR4_11_CTG12
ENSG00000283893	124905410		CHR_HSCHR4_11_CTG12
ENSG00000283893	124905411		CHR_HSCHR4_11_CTG12
ENSG00000283893	124906452		CHR_HSCHR4_11_CTG12
ENSG00000283893	124906453		CHR_HSCHR4_11_CTG12
ENSG00000283893	124906454		CHR_HSCHR4_11_CTG12
ENSG00000283893	124906456		CHR_HSCHR4_11_CTG12
ENSG00000283893	124906457		CHR_HSCHR4_11_CTG12
ENSG00000283893	124906458		CHR_HSCHR4_11_CTG12
ENSG00000283893	124906459		CHR_HSCHR4_11_CTG12
ENSG00000283893	124906460		CHR_HSCHR4_11_CTG12
ENSG00000283893	124906461		CHR_HSCHR4_11_CTG12
ENSG00000283893	124906462		CHR_HSCHR4_11_CTG12
ENSG00000283893	124906463		CHR_HSCHR4_11_CTG12
ENSG00000283893	124906464		CHR_HSCHR4_11_CTG12
ENSG00000283893	124906465		CHR_HSCHR4_11_CTG12
ENSG00000283893	124906466		CHR_HSCHR4_11_CTG12
ENSG00000284156	124905408		CHR_HSCHR4_11_CTG12
ENSG00000284156	124905409		CHR_HSCHR4_11_CTG12
ENSG00000284156	124905410		CHR_HSCHR4_11_CTG12
ENSG00000284156	124905411		CHR_HSCHR4_11_CTG12
ENSG00000284156	124906452		CHR_HSCHR4_11_CTG12
ENSG00000284156	124906453		CHR_HSCHR4_11_CTG12
ENSG00000284156	124906454		CHR_HSCHR4_11_CTG12
ENSG00000284156	124906456		CHR_HSCHR4_11_CTG12
ENSG00000284156	124906457		CHR_HSCHR4_11_CTG12
ENSG00000284156	124906458		CHR_HSCHR4_11_CTG12
ENSG00000284156	124906459		CHR_HSCHR4_11_CTG12
ENSG00000284156	124906460		CHR_HSCHR4_11_CTG12
ENSG00000284156	124906461		CHR_HSCHR4_11_CTG12
ENSG00000284156	124906462		CHR_HSCHR4_11_CTG12
ENSG00000284156	124906463		CHR_HSCHR4_11_CTG12
ENSG00000284156	124906464		CHR_HSCHR4_11_CTG12
ENSG00000284156	124906465		CHR_HSCHR4_11_CTG12
ENSG00000284156	124906466		CHR_HSCHR4_11_CTG12
ENSG00000284507	124905408		CHR_HSCHR4_11_CTG12
ENSG00000284507	124905409		CHR_HSCHR4_11_CTG12
ENSG00000284507	124905410		CHR_HSCHR4_11_CTG12
ENSG00000284507	124905411		CHR_HSCHR4_11_CTG12
ENSG00000284507	124906452		CHR_HSCHR4_11_CTG12
ENSG00000284507	124906453		CHR_HSCHR4_11_CTG12
ENSG00000284507	124906454		CHR_HSCHR4_11_CTG12
ENSG00000284507	124906456		CHR_HSCHR4_11_CTG12
ENSG00000284507	124906457		CHR_HSCHR4_11_CTG12
ENSG00000284507	124906458		CHR_HSCHR4_11_CTG12
ENSG00000284507	124906459		CHR_HSCHR4_11_CTG12
ENSG00000284507	124906460		CHR_HSCHR4_11_CTG12
ENSG00000284507	124906461		CHR_HSCHR4_11_CTG12
ENSG00000284507	124906462		CHR_HSCHR4_11_CTG12
ENSG00000284507	124906463		CHR_HSCHR4_11_CTG12
ENSG00000284507	124906464		CHR_HSCHR4_11_CTG12
ENSG00000284507	124906465		CHR_HSCHR4_11_CTG12
ENSG00000284507	124906466		CHR_HSCHR4_11_CTG12
ENSG00000284066	124905408		CHR_HSCHR4_11_CTG12
ENSG00000284066	124905409		CHR_HSCHR4_11_CTG12
ENSG00000284066	124905410		CHR_HSCHR4_11_CTG12
ENSG00000284066	124905411		CHR_HSCHR4_11_CTG12
ENSG00000284066	124906452		CHR_HSCHR4_11_CTG12
ENSG00000284066	124906453		CHR_HSCHR4_11_CTG12
ENSG00000284066	124906454		CHR_HSCHR4_11_CTG12
ENSG00000284066	124906456		CHR_HSCHR4_11_CTG12
ENSG00000284066	124906457		CHR_HSCHR4_11_CTG12
ENSG00000284066	124906458		CHR_HSCHR4_11_CTG12
ENSG00000284066	124906459		CHR_HSCHR4_11_CTG12
ENSG00000284066	124906460		CHR_HSCHR4_11_CTG12
ENSG00000284066	124906461		CHR_HSCHR4_11_CTG12
ENSG00000284066	124906462		CHR_HSCHR4_11_CTG12
ENSG00000284066	124906463		CHR_HSCHR4_11_CTG12
ENSG00000284066	124906464		CHR_HSCHR4_11_CTG12
ENSG00000284066	124906465		CHR_HSCHR4_11_CTG12
ENSG00000284066	124906466		CHR_HSCHR4_11_CTG12
ENSG00000284174	124905408		CHR_HSCHR4_11_CTG12
ENSG00000284174	124905409		CHR_HSCHR4_11_CTG12
ENSG00000284174	124905410		CHR_HSCHR4_11_CTG12
ENSG00000284174	124905411		CHR_HSCHR4_11_CTG12
ENSG00000284174	124906452		CHR_HSCHR4_11_CTG12
ENSG00000284174	124906453		CHR_HSCHR4_11_CTG12
ENSG00000284174	124906454		CHR_HSCHR4_11_CTG12
ENSG00000284174	124906456		CHR_HSCHR4_11_CTG12
ENSG00000284174	124906457		CHR_HSCHR4_11_CTG12
ENSG00000284174	124906458		CHR_HSCHR4_11_CTG12
ENSG00000284174	124906459		CHR_HSCHR4_11_CTG12
ENSG00000284174	124906460		CHR_HSCHR4_11_CTG12
ENSG00000284174	124906461		CHR_HSCHR4_11_CTG12
ENSG00000284174	124906462		CHR_HSCHR4_11_CTG12
ENSG00000284174	124906463		CHR_HSCHR4_11_CTG12
ENSG00000284174	124906464		CHR_HSCHR4_11_CTG12
ENSG00000284174	124906465		CHR_HSCHR4_11_CTG12
ENSG00000284174	124906466		CHR_HSCHR4_11_CTG12
ENSG00000283834		DUX4L2	CHR_HSCHR4_11_CTG12
ENSG00000284298	124905412		CHR_HSCHR4_11_CTG12
ENSG00000226179		LINC00685	X
ENSG00000283400			X
ENSG00000253642			8
ENSG00000264705			18
ENSG00000126010	2925	GRPR	X
ENSG00000255260			11
ENSG00000285594	112268216	LINC02856	18
ENSG00000287007			18
ENSG00000240298		RPL36AP40	11
ENSG00000264444		SDHCP1	18
ENSG00000170748	27288	RBMXL2	11
ENSG00000141668	147381	CBLN2	18
ENSG00000164822	1671	DEFA6	8
ENSG00000283631			X
ENSG00000235211		TMSB10P2	X
ENSG00000240036			11
ENSG00000177324	139105	BEND2	X
ENSG00000225477			11
ENSG00000255291		HMGB1P40	11
ENSG00000283771	254863	TMEM256	CHR_HG2046_PATCH
ENSG00000286960			11
ENSG00000253813		COX6B1P4	8
ENSG00000134343	63982	ANO3	11
ENSG00000287853			20
ENSG00000215450			20
ENSG00000104671	10671	DCTN6	8
ENSG00000234900			20
ENSG00000124212	5740	PTGIS	20
ENSG00000283859	57555	NLGN2	CHR_HG2046_PATCH
ENSG00000233826	124901296		CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000267716			18
ENSG00000267707			18
ENSG00000264475			18
ENSG00000228605	7918	GPANK1	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000264247		ZNF407-AS1	18
ENSG00000174028		FAM3C2P	X
ENSG00000225882	105373144	LINC01456	X
ENSG00000185638		FTH1P14	X
ENSG00000236929		RPL35AP37	X
ENSG00000286724			X
ENSG00000119660		DPPA5P4	14
ENSG00000263622			18
ENSG00000258550		OR7E106P	14
ENSG00000267620			18
ENSG00000259032		ENSAP2	14
ENSG00000267057	102724698	LINC01905	18
ENSG00000223391		RDXP2	X
ENSG00000243023		UBA52P3	14
ENSG00000214031		CLDN7P1	X
ENSG00000147027	83604	TMEM47	X
ENSG00000259137			14
ENSG00000257503		CYB5AP5	14
ENSG00000139977	122830	NAA30	14
ENSG00000137332	780	DDR1	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000233247		UBE2E4P	X
ENSG00000233007		UBTFL11	X
ENSG00000225066		MDM4P1	X
ENSG00000232370		BAG1P1	X
ENSG00000219870		BRK1P1	X
ENSG00000236072		SRSF2P1	X
ENSG00000235642		PTP4A1P5	X
ENSG00000287171			X
ENSG00000283843			CHR_HG2046_PATCH
ENSG00000185915	257240	KLHL34	X
ENSG00000197976	8227	AKAP17A	X
ENSG00000284598	374768	SPEM1	CHR_HG2046_PATCH
ENSG00000283350	4588	MUC6	CHR_HG107_PATCH
ENSG00000286123			14
ENSG00000283714	201243	SPEM2	CHR_HG2046_PATCH
ENSG00000176435	161198	CLEC14A	14
ENSG00000286355			14
ENSG00000279474			18
ENSG00000215378	170949	DEFT1P	8
ENSG00000215378	100287083	DEFT1P	8
ENSG00000265626			18
ENSG00000275763	400658	ZNF516-DT	18
ENSG00000221914	5520	PPP2R2A	8
ENSG00000266614			18
ENSG00000263982			18
ENSG00000261307			18
ENSG00000284090	107983988	SPEM3	CHR_HG2046_PATCH
ENSG00000182732	9628	RGS6	14
ENSG00000267573		KRT8P5	18
ENSG00000275827			18
ENSG00000182621	23236	PLCB1	20
ENSG00000286184			CHR_HG2046_PATCH
ENSG00000276282			18
ENSG00000278971			18
ENSG00000284228	284114	TMEM102	CHR_HG2046_PATCH
ENSG00000266774			18
ENSG00000228993		GPR53P	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000225418		AKR1C5P	10
ENSG00000206472	26531	OR11A1	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000266273			18
ENSG00000178473	114131	UCN3	10
ENSG00000266312		LINC01927	18
ENSG00000225237		HNRNPA1P2	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000236113		MCCD1P2	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000230900	534	ATP6V1G2	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000287281	107985177		18
ENSG00000067082	1316	KLF6	10
ENSG00000264260		LINC01893	18
ENSG00000283895			CHR_HG2046_PATCH
ENSG00000283903	2256	FGF11	CHR_HG2046_PATCH
ENSG00000278902			18
ENSG00000264015			18
ENSG00000266213			18
ENSG00000248918			5
ENSG00000249102			5
ENSG00000261194		LINC01898	18
ENSG00000091482	23676	SMPX	X
ENSG00000248216		KCTD9P5	5
ENSG00000263733			18
ENSG00000040731	1008	CDH10	5
ENSG00000286603			18
ENSG00000261780	100505817	LINC02582	18
ENSG00000283640	101927503	LINC02688	CHR_HG107_PATCH
ENSG00000236265		DDX39BP1	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000232312	7918	GPANK1	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000240111			CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000234164		HLA-DRB9	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000235025	10107	TRIM10	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000284971	4583	MUC2	CHR_HG107_PATCH
ENSG00000283015	102723786		CHR_HSCHR16_4_CTG3_1
ENSG00000267712	100505474	LINC01539	18
ENSG00000284106			CHR_HSCHR16_4_CTG3_1
ENSG00000282830	794	CALB2	CHR_HSCHR16_4_CTG3_1
ENSG00000233350		TRIM26BP	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000237582	5460	POU5F1	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000229672			10
ENSG00000283158	4586	MUC5AC	CHR_HG107_PATCH
ENSG00000149970	22866	CNKSR2	X
ENSG00000165629	509	ATP5F1C	10
ENSG00000284222			CHR_HG2046_PATCH
ENSG00000284115			CHR_HG2046_PATCH
ENSG00000283946	1140	CHRNB1	CHR_HG2046_PATCH
ENSG00000231591	100507463	PSMB8-AS1	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000248969			5
ENSG00000284439	646103	TAF11L3	5
ENSG00000249927			5
ENSG00000255370		CYCSP25	11
ENSG00000287940			5
ENSG00000271491			11
ENSG00000274832			5
ENSG00000250619			5
ENSG00000255351			11
ENSG00000249415		OR2U2P	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000206525	26692	OR2W1	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000254878			11
ENSG00000224801		HCG4P8	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000228377	116511	MAS1L	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000248624			5
ENSG00000249092		PPIAP77	5
ENSG00000206298	5696	PSMB8	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000129170	8048	CSRP3	11
ENSG00000248286			5
ENSG00000277878			5
ENSG00000260786			5
ENSG00000231372	4277	MICB	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000248160			5
ENSG00000280185			5
ENSG00000260066			5
ENSG00000264108			18
ENSG00000164294	493869	GPX8	5
ENSG00000271702			18
ENSG00000284207		HMGB3P22	CHR_HG30_PATCH
ENSG00000283780	9794	MAML1	CHR_HG30_PATCH
ENSG00000197971	4155	MBP	18
ENSG00000231291			5
ENSG00000283887	4056	LTC4S	CHR_HG30_PATCH
ENSG00000016082	3670	ISL1	5
ENSG00000223359			CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000230012		HTATSF1P1	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000235233	100507436	MICA	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000235134	1589	CYP21A2	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000287711		LINC02136	CHR_HSCHR16_4_CTG3_1
ENSG00000230541		HCG21	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000206515	116511	MAS1L	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000206324	10554	AGPAT1	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000255496			11
ENSG00000170743	143425	SYT9	11
ENSG00000284501	11282	MGAT4B	CHR_HG30_PATCH
ENSG00000249289			5
ENSG00000249748	100506406	CAPSL-DT	5
ENSG00000260761			5
ENSG00000251678			5
ENSG00000248554		C5orf34-AS1	5
ENSG00000280305			5
ENSG00000237022	3107	HLA-C	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000249198			5
ENSG00000248349			5
ENSG00000154122	56172	ANKH	5
ENSG00000283868	57659	ZBTB4	CHR_HG2046_PATCH
ENSG00000283530	25834	MGAT4C	CHR_HG2063_PATCH
ENSG00000254622		NAV2-AS4	11
ENSG00000255175	103312105	LINC02759	11
ENSG00000282841	64693	CTAGE1	CHR_HSCHR18_5_CTG1_1
ENSG00000236420		CHCHD3P1	10
ENSG00000284515	643664	SLC35G6	CHR_HG2046_PATCH
ENSG00000228353			10
ENSG00000235838		HSP90AB7P	10
ENSG00000224382	100507059	LINC00703	10
ENSG00000283107		ATP7BP1	CHR_HSCHR18_5_CTG1_1
ENSG00000224251			10
ENSG00000284832	5430	POLR2A	CHR_HG2046_PATCH
ENSG00000255300		LINC02745	11
ENSG00000250703			5
ENSG00000248148			5
ENSG00000065665	55176	SEC61A2	10
ENSG00000234865		ADH5P5	5
ENSG00000255179			11
ENSG00000248461	101929745	LINC02119	5
ENSG00000255018			11
ENSG00000238149			11
ENSG00000254598	283106	CSNK2A3	11
ENSG00000255388	105376640	LINC02741	11
ENSG00000251163		PRELID3BP4	5
ENSG00000250118			5
ENSG00000255454			11
ENSG00000113593	23398	PPWD1	5
ENSG00000255029			11
ENSG00000253390		ENTPD4-DT	8
ENSG00000254540			11
ENSG00000253354			8
ENSG00000183161	2188	FANCF	11
ENSG00000254091			8
ENSG00000286521			11
ENSG00000254013		MAP2K1P1	8
ENSG00000254418		SPON1-AS1	11
ENSG00000159261	23562	CLDN14	21
ENSG00000254784		DNAAF11P1	11
ENSG00000197217	9583	ENTPD4	8
ENSG00000167333	55128	TRIM68	11
ENSG00000232441			CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000226225	6222	RPS18	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000286267			21
ENSG00000229925			21
ENSG00000286178			21
ENSG00000283651			CHR_HG2063_PATCH
ENSG00000277693			21
ENSG00000283163			CHR_HG2063_PATCH
ENSG00000279864		NCOR1P4	21
ENSG00000157542	3763	KCNJ6	21
ENSG00000283032		OLA1P1	CHR_HSCHR22_6_CTG1
ENSG00000283089			CHR_HSCHR22_6_CTG1
ENSG00000246225			11
ENSG00000286252			21
ENSG00000282969			CHR_HSCHR22_6_CTG1
ENSG00000241837	539	ATP5PO	21
ENSG00000282837			CHR_HSCHR22_6_CTG1
ENSG00000286275			11
ENSG00000233315		LINC02569	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000254516	105376633	LINC02760	11
ENSG00000227074	401251	SAPCD1	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000254594		LINC02686	11
ENSG00000282884		CYP2D8P	CHR_HSCHR22_6_CTG1
ENSG00000152219	120534	ARL14EP	11
ENSG00000234258	3305	HSPA1L	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000283026	6942	TCF20	CHR_HSCHR22_6_CTG1
ENSG00000229094	5460	POU5F1	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000254816			11
ENSG00000255281			11
ENSG00000255308		CSRP3-AS1	11
ENSG00000129158	26297	SERGEF	11
ENSG00000235600		MICD	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000238070		SAR1AP1	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000225120			CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000236802	8705	B3GALT4	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000283806		LILRP1	CHR_HSCHR19KIR_CA01-TB04_CTG3_1
ENSG00000235171		HNRNPA1P2	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000232276			CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000284164			CHR_HSCHR19KIR_CA01-TB04_CTG3_1
ENSG00000225452	6048	RNF5	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000206283	10471	PFDN6	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000284374	79166	LILRP2	CHR_HSCHR19KIR_CA01-TB04_CTG3_1
ENSG00000284126	57154	SMURF1	CHR_HG2088_PATCH
ENSG00000272024			8
ENSG00000254724		OR7E10P	8
ENSG00000283966	115653	KIR3DL3	CHR_HSCHR19KIR_CA01-TB04_CTG3_1
ENSG00000164808	23514	SPIDR	8
ENSG00000232692			21
ENSG00000236222	9277	WDR46	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000226298		RAD23BP3	21
ENSG00000232886			21
ENSG00000233213		KCNJ6-AS1	21
ENSG00000232837	101928435	LINC01700	21
ENSG00000227054		FDX1P2	21
ENSG00000154645	140578	CHODL	21
ENSG00000248651		GCSHP1	5
ENSG00000241739			5
ENSG00000206486	8449	DHX16	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000213896			5
ENSG00000283790	3804	KIR2DL3	CHR_HSCHR19KIR_CA01-TB04_CTG3_1
ENSG00000248092		NNT-AS1	5
ENSG00000249404			5
ENSG00000251189			5
ENSG00000249410		AK4P2	5
ENSG00000284533		KIR2DP1	CHR_HSCHR19KIR_CA01-TB04_CTG3_1
ENSG00000284169			CHR_HSCHR19KIR_CA01-TB04_CTG3_1
ENSG00000151876	26272	FBXO4	5
ENSG00000283668	728339	FRG1-DT	CHR_HG2023_PATCH
ENSG00000230121			10
ENSG00000283902	112268354		CHR_HSCHR19KIR_CA01-TB04_CTG3_1
ENSG00000225590	6293	VPS52	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000234170		LINC02645	10
ENSG00000283153	2483	FRG1	CHR_HG2023_PATCH
ENSG00000231326	105376348	LINC02662	10
ENSG00000235281			10
ENSG00000283912	100302156	MIR1229	CHR_HG30_PATCH
ENSG00000284099	8878	SQSTM1	CHR_HG30_PATCH
ENSG00000230096			10
ENSG00000234752	105755953	LINC02676	10
ENSG00000283918	51149	MRNIP	CHR_HG30_PATCH
ENSG00000286439			10
ENSG00000229919		ELOCP3	10
ENSG00000271046			10
ENSG00000151655	3698	ITIH2	10
ENSG00000279669			21
ENSG00000288555			21
ENSG00000227456	114036	LINC00310	21
ENSG00000235125	4795	NFKBIL1	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000283508		MLLT10P2	CHR_HG2023_PATCH
ENSG00000283127			CHR_HG2023_PATCH
ENSG00000283593		TUBB7P	CHR_HG2023_PATCH
ENSG00000226012			21
ENSG00000228235			21
ENSG00000284068	402569	KPNA7	CHR_HG2088_PATCH
ENSG00000283700		RNA5SP174	CHR_HG2023_PATCH
ENSG00000279414		CDRT15P9	21
ENSG00000113389	4883	NPR3	5
ENSG00000178457	246705	LINC00314	21
ENSG00000283581		RNA5SP175	CHR_HG2023_PATCH
ENSG00000283181		DUX4L9	CHR_HG2023_PATCH
ENSG00000285063	448831	FRG2	CHR_HG2023_PATCH
ENSG00000273840			21
ENSG00000283449		RARRES2P4	CHR_HG2023_PATCH
ENSG00000283363		DUX4L8	CHR_HG2023_PATCH
ENSG00000284383	124905408		CHR_HG2023_PATCH
ENSG00000284383	124905409		CHR_HG2023_PATCH
ENSG00000284383	124905410		CHR_HG2023_PATCH
ENSG00000284383	124905411		CHR_HG2023_PATCH
ENSG00000284383	124906452		CHR_HG2023_PATCH
ENSG00000284383	124906453		CHR_HG2023_PATCH
ENSG00000284383	124906454		CHR_HG2023_PATCH
ENSG00000284383	124906456		CHR_HG2023_PATCH
ENSG00000284383	124906457		CHR_HG2023_PATCH
ENSG00000284383	124906458		CHR_HG2023_PATCH
ENSG00000284383	124906459		CHR_HG2023_PATCH
ENSG00000284383	124906460		CHR_HG2023_PATCH
ENSG00000284383	124906461		CHR_HG2023_PATCH
ENSG00000284383	124906462		CHR_HG2023_PATCH
ENSG00000284383	124906463		CHR_HG2023_PATCH
ENSG00000284383	124906464		CHR_HG2023_PATCH
ENSG00000284383	124906465		CHR_HG2023_PATCH
ENSG00000284383	124906466		CHR_HG2023_PATCH
ENSG00000284496	124905408		CHR_HG2023_PATCH
ENSG00000284496	124905409		CHR_HG2023_PATCH
ENSG00000284496	124905410		CHR_HG2023_PATCH
ENSG00000284496	124905411		CHR_HG2023_PATCH
ENSG00000284496	124906452		CHR_HG2023_PATCH
ENSG00000284496	124906453		CHR_HG2023_PATCH
ENSG00000284496	124906454		CHR_HG2023_PATCH
ENSG00000284496	124906456		CHR_HG2023_PATCH
ENSG00000284496	124906457		CHR_HG2023_PATCH
ENSG00000284496	124906458		CHR_HG2023_PATCH
ENSG00000284496	124906459		CHR_HG2023_PATCH
ENSG00000284496	124906460		CHR_HG2023_PATCH
ENSG00000284496	124906461		CHR_HG2023_PATCH
ENSG00000284496	124906462		CHR_HG2023_PATCH
ENSG00000284496	124906463		CHR_HG2023_PATCH
ENSG00000284496	124906464		CHR_HG2023_PATCH
ENSG00000284496	124906465		CHR_HG2023_PATCH
ENSG00000284496	124906466		CHR_HG2023_PATCH
ENSG00000284262	124905408		CHR_HG2023_PATCH
ENSG00000284262	124905409		CHR_HG2023_PATCH
ENSG00000284262	124905410		CHR_HG2023_PATCH
ENSG00000284262	124905411		CHR_HG2023_PATCH
ENSG00000284262	124906452		CHR_HG2023_PATCH
ENSG00000284262	124906453		CHR_HG2023_PATCH
ENSG00000284262	124906454		CHR_HG2023_PATCH
ENSG00000284262	124906456		CHR_HG2023_PATCH
ENSG00000284262	124906457		CHR_HG2023_PATCH
ENSG00000284262	124906458		CHR_HG2023_PATCH
ENSG00000284262	124906459		CHR_HG2023_PATCH
ENSG00000284262	124906460		CHR_HG2023_PATCH
ENSG00000284262	124906461		CHR_HG2023_PATCH
ENSG00000284262	124906462		CHR_HG2023_PATCH
ENSG00000284262	124906463		CHR_HG2023_PATCH
ENSG00000284262	124906464		CHR_HG2023_PATCH
ENSG00000284262	124906465		CHR_HG2023_PATCH
ENSG00000284262	124906466		CHR_HG2023_PATCH
ENSG00000283767	124905408		CHR_HG2023_PATCH
ENSG00000283767	124905409		CHR_HG2023_PATCH
ENSG00000283767	124905410		CHR_HG2023_PATCH
ENSG00000283767	124905411		CHR_HG2023_PATCH
ENSG00000283767	124906452		CHR_HG2023_PATCH
ENSG00000283767	124906453		CHR_HG2023_PATCH
ENSG00000283767	124906454		CHR_HG2023_PATCH
ENSG00000283767	124906456		CHR_HG2023_PATCH
ENSG00000283767	124906457		CHR_HG2023_PATCH
ENSG00000283767	124906458		CHR_HG2023_PATCH
ENSG00000283767	124906459		CHR_HG2023_PATCH
